,Course,Department,Study Hours per Week,Average Grade Received
6624,POLI 144 - International Political Econmy (A),POLI,5.005,B (3.0)
6625,POLI 144AB - Internationl Political Economy (A),POLI,5.103333333333333,B- (2.7)
6626,POLI 144D  - Internatnl Political Economy   (A),POLI,3.42,B+ (3.3)
6627,POLI 144D  - Intl Politicl Econmy: Money    (A),POLI,6.03,B (3.0)
6628,POLI 144D - Intl Politicl Econmy: Money (A),POLI,5.966666666666666,B (3.0)
6629,POLI 144F - Politics/Int'l Trade & Finance (A),POLI,4.982857142857143,B (3.0)
6630,POLI 145 - Theories/Techno & Nat Security (A),POLI,4.515000000000001,A- (3.7)
6631,POLI 145A  - International Politics & Drugs (A),POLI,4.7299999999999995,B (3.0)
6632,POLI 145A - International Politics & Drugs (A),POLI,4.491666666666666,B- (2.7)
6633,POLI 145C  - Interntnl Reltn After Cold War (A),POLI,5.126666666666666,B (3.0)
6634,POLI 145C - Interntnl Reltn After Cold War (A),POLI,5.4399999999999995,B+ (3.3)
6635,POLI 146A  - US & Latin Amer:Pol&Econ Rel   (A),POLI,5.01,B (3.0)
6636,POLI 146A - US & Latin Amer:Pol&Econ Rel (A),POLI,5.39,B- (2.7)
6637,POLI 147B - Russian-American Relations (A),POLI,5.467142857142858,B+ (3.3)
6638,POLI 147B - Russian-American Relations (B),POLI,5.5,B+ (3.3)
6639,POLI 149 - Spies/Intelligence/US Nat'lSec (A),POLI,5.26,B+ (3.3)
6640,POLI 150A  - Politics of Immigration        (A),POLI,4.916666666666667,B (3.0)
6641,POLI 150A - Politics of Immigration (A),POLI,4.3100000000000005,B+ (3.3)
6642,POLI 151 - International Organizations    (A),POLI,4.98,B (3.0)
6643,POLI 151 - International Organizations (A),POLI,5.514285714285714,B+ (3.3)
6644,POLI 153 - The EU in World Politics (A),POLI,5.162,B+ (3.3)
6645,POLI 153 - The EU in World Politics (B),POLI,4.5,B+ (3.3)
6646,POLI 154   - Spec Topic/Internatnl Relation (A),POLI,5.64,B (3.0)
6647,POLI 154 - Spec Topic/Internatnl Relation (A),POLI,5.481428571428572,B+ (3.3)
6648,POLI 154 - Spec Topic/Internatnl Relation (B),POLI,5.86,B- (2.7)
6649,POLI 160AA - Introduction/Policy Analysis   (A),POLI,4.497999999999999,B (3.0)
6650,POLI 160AA - Introduction/Policy Analysis (A),POLI,5.2135,B (3.0)
6651,POLI 162   - Environmental Policy           (A),POLI,6.404999999999999,B+ (3.3)
6652,POLI 162 - Environmental Policy           (A),POLI,4.9,B+ (3.3)
6653,POLI 162 - Environmental Policy (A),POLI,6.07,B+ (3.3)
6654,POLI 163   - Analyzing Politics             (A),POLI,5.0,B+ (3.3)
6655,POLI 163 - Analyzing Politics (A),POLI,4.1814285714285715,B (3.0)
6656,POLI 164 - The Politics of Public Policy (A),POLI,4.3725000000000005,B+ (3.3)
