,Course,Department,Study Hours per Week,Average Grade Received
3291,GSS 25 - Middle Eastern Literature (A),GSS,3.25,A- (3.7)
3292,HDP 1   - Introduction/Human Development (A),HDP,4.31,B+ (3.3)
3293,HDP 1 - Intro to Human Development (A),HDP,4.038571428571428,B+ (3.3)
3294,HDP 1 - Introduction/Human Development (A),HDP,4.061999999999999,B- (2.7)
3295,HDP 110   - Brain & Behavioral Development (A),HDP,5.3100000000000005,B (3.0)
3296,HDP 110 - Brain & Behavioral Development (A),HDP,4.836,B (3.0)
3297,HDP 111 - Evolution in Human Development (A),HDP,3.9133333333333336,B (3.0)
3298,HDP 120   - Language Development           (A),HDP,4.445,B+ (3.3)
3299,HDP 120 - Language Development           (A),HDP,3.6900000000000004,B (3.0)
3300,HDP 120 - Language Development (A),HDP,4.609999999999999,B- (2.7)
3301,HDP 121   - The Developing Mind            (A),HDP,5.21,B- (2.7)
3302,HDP 121 - The Developing Mind            (A),HDP,4.475,B (3.0)
3303,HDP 121 - The Developing Mind (A),HDP,5.43,B (3.0)
3304,HDP 122   - Social Development             (A),HDP,3.7649999999999997,B (3.0)
3305,HDP 122 - Social Development             (A),HDP,3.5866666666666664,B (3.0)
3306,HDP 122 - Social Development (A),HDP,3.902857142857143,B+ (3.3)
3307,HDP 133   - Socio-Cultural Foundations     (A),HDP,4.3100000000000005,B+ (3.3)
3308,HDP 133 - Socio-Cultural Foundations     (A),HDP,4.446666666666666,B (3.0)
3309,HDP 133 - Socio-Cultural Foundations (A),HDP,3.4085714285714284,B+ (3.3)
3310,HDP 150   - Advanced Human Development     (A),HDP,4.64,B+ (3.3)
3311,HDP 150   - Advanced Human Development     (B),HDP,4.7,B+ (3.3)
3312,HDP 150   - Senior Seminar                 (A),HDP,4.5,B+ (3.3)
3313,HDP 150   - Senior Seminar                 (B),HDP,4.2,B+ (3.3)
3314,HDP 150   - Senior Seminar                 (C),HDP,4.15,A- (3.7)
3315,HDP 150 - Advanced Human Development     (A),HDP,3.25,B+ (3.3)
3316,HDP 150 - Advanced Human Development     (B),HDP,3.1399999999999997,B+ (3.3)
3317,HDP 150 - Advanced Human Development     (C),HDP,4.36,A- (3.7)
3318,HDP 150 - Senior Seminar (A),HDP,4.41,B+ (3.3)
3319,HDP 150 - Senior Seminar (B),HDP,3.645,B+ (3.3)
3320,HDP 150 - Senior Seminar (C),HDP,3.5,A- (3.7)
3321,HDP 160   - Special Topics/Human Develpmnt (A),HDP,4.38,B+ (3.3)
3322,HDP 160 - Special Topics/Human Develpmnt (A),HDP,3.11,B (3.0)
3323,HDP 171 - Diversity in Human Development (A),HDP,3.0766666666666667,A- (3.7)
3324,HDP 175 - PowerWealth&Inequality/HumDev (A),HDP,3.6833333333333336,B+ (3.3)
3325,HDP 181   - Exper Proj/Human Dev. Research (A),HDP,6.176,B (3.0)
3326,HDP 181   - Exper Proj/Human Dev. Research (B),HDP,5.17,B+ (3.3)
3327,HDP 181 - Exper Proj/Human Dev. Research (A),HDP,6.8260000000000005,B (3.0)
3328,HDP 181 - Exper Proj/Human Dev. Research (B),HDP,4.5725,B+ (3.3)
3329,HDP 191   - Field Resrch/Human Development (A),HDP,10.41,B (3.0)
3330,HDP 191   - Field Resrch/Human Development (B),HDP,10.365,B (3.0)
3331,HDP 191 - Field Resrch/Human Development (A),HDP,9.850833333333334,B- (2.7)
3332,HDP 191 - Field Resrch/Human Development (B),HDP,9.136,B- (2.7)
3333,HDS 1 - Intro/HumanDevelopmentScience (A),HDS,3.80625,B+ (3.3)
3334,HDS 110 - Brain & Behavioral Development (A),HDS,4.9475,B+ (3.3)
3335,HDS 111 - Evolution in Human Development (A),HDS,3.77,B- (2.7)
3336,HDS 120 - Language Development (A),HDS,3.5500000000000003,B+ (3.3)
3337,HDS 121 - The Developing Mind (A),HDS,5.255,B (3.0)
3338,HDS 122 - Development/Social Cognition (A),HDS,3.055,A- (3.7)
3339,HDS 133 - Cross-Cultural Perspectives (A),HDS,4.045,B+ (3.3)
3340,HDS 150 - Senior Seminar (A),HDS,4.415,A- (3.7)
3341,HDS 150 - Senior Seminar (B),HDS,5.0,B+ (3.3)
3342,HDS 171 - Diversity in Human Development (A),HDS,4.776,A- (3.7)
3343,HDS 173 - Race Media and Identity (A),HDS,3.4085714285714284,A- (3.7)
3344,HDS 175 - PowerWealth&Inequality/HumDev (A),HDS,4.61,A- (3.7)
3345,HDS 181 - Exper Proj/Human Dev. Resear (A),HDS,9.31875,B+ (3.3)
3346,HDS 191 - Field Resrch/Human Development (A),HDS,9.36,B- (2.7)
3347,HDS 60 - Intro to Statistical Analysis (A),HDS,3.714444444444444,B (3.0)
3348,HIAF 111   - Modern Africa Since 1880       (A),HIAF,5.85,B (3.0)
3349,HIAF 111 - Modern Africa Since 1880       (A),HIAF,4.003333333333333,B+ (3.3)
3350,HIAF 111 - Modern Africa Since 1880 (A),HIAF,3.73,B+ (3.3)
3351,HIAF 112   - West Africa Since 1880         (A),HIAF,4.64,B+ (3.3)
3352,HIAF 112 - West Africa Since 1880         (A),HIAF,4.1025,B+ (3.3)
3353,HIAF 112 - West Africa Since 1880 (A),HIAF,3.9124999999999996,A- (3.7)
3354,HIAF 113 - SmallWars GloblOrdr/Afrca&Asia (A),HIAF,3.755,B+ (3.3)
3355,HIAF 120   - History of South Africa        (A),HIAF,4.84,B+ (3.3)
3356,HIAF 120 - History of South Africa (A),HIAF,4.22,B+ (3.3)
3357,HIAF 123 - W Africa/Earliest Times - 1800 (A),HIAF,5.083333333333333,B+ (3.3)
3358,HIEA 111 - Japan:Twelfth - Mid-Nineteen C (A),HIEA,5.415,B (3.0)
3359,HIEA 112 - Japan:Mid-19th C.-US Occupatn  (A),HIEA,4.823333333333333,B- (2.7)
3360,HIEA 112 - Japan:Mid-19th C.-US Occupatn (A),HIEA,4.725,B+ (3.3)
3361,HIEA 113   - Fifteen Yr War/Asia & Pacific  (A),HIEA,5.35,B (3.0)
3362,HIEA 113 - Fifteen Yr War/Asia & Pacific  (A),HIEA,4.705,B (3.0)
3363,HIEA 113 - Fifteen Yr War/Asia & Pacific (A),HIEA,6.33,B (3.0)
3364,HIEA 114 - Postwar Japan                  (A),HIEA,3.7300000000000004,C+ (2.3)
3365,HIEA 114 - Postwar Japan (A),HIEA,4.285,B+ (3.3)
3366,HIEA 115   - Social&Cultural/20th C Japan   (A),HIEA,5.0,B- (2.7)
3367,HIEA 115 - Social&Cultural/20th C Japan (A),HIEA,4.265714285714286,B+ (3.3)
3368,HIEA 116   - Japan-US Relations             (A),HIEA,5.8,C+ (2.3)
3369,HIEA 116 - Japan-US Relations             (A),HIEA,4.09,C+ (2.3)
3370,HIEA 120 - Classical Chinese Phil & Cult  (A),HIEA,5.83,B (3.0)
3371,HIEA 121   - Medieval Chin Culture&Society  (A),HIEA,4.5,B+ (3.3)
3372,HIEA 122   - Late Imperl Chin Cult&Society  (A),HIEA,7.75,B (3.0)
3373,HIEA 122 - Late Imperl Chin Cult&Society  (A),HIEA,5.835,B- (2.7)
3374,HIEA 122 - Late Imperl Chin Cult&Society (A),HIEA,10.65,B (3.0)
3375,HIEA 124 - Life in Ming China (1368-1644) (A),HIEA,6.636666666666667,B (3.0)
3376,HIEA 125 - Women & Gender in East Asia    (A),HIEA,4.62,C+ (2.3)
3377,HIEA 126   - The Silk Road                  (A),HIEA,7.3,B+ (3.3)
3378,HIEA 126 - The Silk Road                  (A),HIEA,4.2,B+ (3.3)
3379,HIEA 126 - The Silk Road (A),HIEA,6.42,B+ (3.3)
3380,HIEA 128   - History/Material Culture China (A),HIEA,6.41,B (3.0)
3381,HIEA 128 - History/Material Culture China (A),HIEA,4.5625,B (3.0)
3382,HIEA 129   - Faces of the Chinese Past      (A),HIEA,8.41,B- (2.7)
3383,HIEA 129 - Faces of the Chinese Past (A),HIEA,8.09,B+ (3.3)
3384,HIEA 130   - End of Chin Empire/1800-1911   (A),HIEA,3.5,B- (2.7)
3385,HIEA 130 - End of Chin Empire/1800-1911   (A),HIEA,4.855,B+ (3.3)
3386,HIEA 131   - China/War & Revolution 1911-49 (A),HIEA,8.17,B (3.0)
3387,HIEA 131 - China/War & Revolution 1911-49 (A),HIEA,5.906428571428571,B+ (3.3)
3388,HIEA 132   - Hist/People's Republic/China   (A),HIEA,7.275,B (3.0)
3389,HIEA 132 - Hist/People's Republic/China   (A),HIEA,6.62,B- (2.7)
3390,HIEA 132 - Hist/People's Republic/China (A),HIEA,6.088333333333334,B+ (3.3)
3391,HIEA 132 - Hist/People's Republic/China (B),HIEA,7.07,B+ (3.3)
3392,HIEA 133   - 20th C China/Cultural History  (A),HIEA,10.92,A- (3.7)
3393,HIEA 133 - 20th C China/Cultural History  (A),HIEA,8.42,B+ (3.3)
3394,HIEA 133 - 20th C China/Cultural History (A),HIEA,6.748,A- (3.7)
3395,HIEA 134   - Thought/Reli China:Confuciansm (A),HIEA,6.12,B+ (3.3)
3396,HIEA 135   - Thought&Reli China: Buddhism   (A),HIEA,4.5,B+ (3.3)
3397,HIEA 135 - Thought&Reli China: Buddhism (A),HIEA,3.5,B (3.0)
3398,HIEA 136   - Thought/Reli China: Daoism     (A),HIEA,6.665,B (3.0)
3399,HIEA 136 - Thought/Reli China: Daoism     (A),HIEA,3.98,B (3.0)
3400,HIEA 136 - Thought/Reli China: Daoism (A),HIEA,3.5,B (3.0)
3401,HIEA 137   - Women & Family/Chinese History (A),HIEA,5.113333333333333,B (3.0)
3402,HIEA 137 - Women & Family/Chinese History (A),HIEA,4.9783333333333335,B- (2.7)
3403,HIEA 138   - Women & the Chinese Revolution (A),HIEA,6.1,B- (2.7)
3404,HIEA 138 - Women & the Chinese Revolution (A),HIEA,4.891666666666667,B- (2.7)
3405,HIEA 140 - China Contemporary World (A),HIEA,6.9350000000000005,B+ (3.3)
3406,HIEA 140 - China Since 1978 (A),HIEA,9.39,B+ (3.3)
3407,HIEA 140R - China Since 1978 (A),HIEA,8.21,B (3.0)
3408,HIEA 144 - Topics in East Asian History (A),HIEA,5.642857142857143,B (3.0)
3409,HIEA 144 - Topics in East Asian History (B),HIEA,4.83,B+ (3.3)
3410,HIEA 150   - Modern Korea 1800-1945        (A),HIEA,6.265000000000001,B (3.0)
3411,HIEA 150 - Modern Korea 1800-1945        (A),HIEA,7.32,B- (2.7)
3412,HIEA 150 - Modern Korea 1800-1945 (A),HIEA,4.5200000000000005,B (3.0)
3413,HIEA 151   - The Two Koreas 1945-Prsent    (A),HIEA,5.9,B+ (3.3)
3414,HIEA 151 - The Two Koreas 1945-Prsent (A),HIEA,4.92,B+ (3.3)
3415,HIEA 153 - Social&Cultural Hist/20c Korea (A),HIEA,6.335,B (3.0)
3416,HIEA 154 - Korean History Through Film (A),HIEA,6.3,B (3.0)
3417,HIEA 155 - China and the Environment (A),HIEA,4.78,B (3.0)
3418,HIEU 101   - Greece in the Classical Age    (A),HIEU,3.96,B (3.0)
3419,HIEU 101 - Greece in the Classical Age    (A),HIEU,3.83,B+ (3.3)
3420,HIEU 101 - Greece in the Classical Age (A),HIEU,4.396666666666667,B (3.0)
3421,HIEU 101A  - Ancient Greek Civilization     (A),HIEU,3.4466666666666668,B+ (3.3)
3422,HIEU 102 - Roman History (A),HIEU,5.122857142857143,B (3.0)
3423,HIEU 102A  - Ancient Roman Civilization     (A),HIEU,4.2075,B+ (3.3)
3424,HIEU 102A - Ancient Roman Civilization (A),HIEU,7.03,B+ (3.3)
3425,HIEU 103 - Decline and Fall/Roman Empire (A),HIEU,5.208,B (3.0)
3426,HIEU 104   - Byzantine Empire               (A),HIEU,4.945,B (3.0)
3427,HIEU 104 - Byzantine Empire               (A),HIEU,4.6499999999999995,B (3.0)
3428,HIEU 104 - Byzantine Empire (A),HIEU,6.246666666666667,B (3.0)
3429,HIEU 104B  - Byzantine Empire 7th-11th c.  (A),HIEU,5.63,B+ (3.3)
3430,HIEU 105 - The Early Christian Church     (A),HIEU,3.8633333333333333,B (3.0)
3431,HIEU 105 - The Early Christian Church (A),HIEU,4.75,B (3.0)
3432,HIEU 106 - Egypt Greece and Rome (A),HIEU,5.3725000000000005,B (3.0)
3433,HIEU 106GS - Constantinople: Imperial Captl (A),HIEU,9.33,B+ (3.3)
3434,HIEU 107 - PaganEurope&ChristianAftermath (A),HIEU,3.8625,B+ (3.3)
3435,HIEU 108 - Sex & Politics/Ancient World (A),HIEU,3.76,B+ (3.3)
3436,HIEU 108S  - Sex & Romance/ Ancient World   (A),HIEU,4.94,B (3.0)
3437,HIEU 108S  - Sex & Romance/ Ancient World   (B),HIEU,6.67,B- (2.7)
3438,HIEU 108S - Sex & Romance/ Ancient World (A),HIEU,6.335,C+ (2.3)
3439,HIEU 109 - Nationalism in Europe (A),HIEU,4.961666666666667,B+ (3.3)
3440,HIEU 110   - The Rise Of Europe             (A),HIEU,5.03,B (3.0)
3441,HIEU 110 - The Rise Of Europe             (A),HIEU,4.57,B (3.0)
3442,HIEU 111 - Europe in the Middle Ages      (A),HIEU,4.91,B (3.0)
3443,HIEU 111 - Europe in the Middle Ages (A),HIEU,4.9628571428571435,B+ (3.3)
3444,HIEU 112S  - Ancient Explorers              (A),HIEU,4.365,B (3.0)
3445,HIEU 113 - Russian Empire 1775-1917 (A),HIEU,3.5,A- (3.7)
3446,HIEU 114 - USSR & Russia:1917 to Present (A),HIEU,3.85,A- (3.7)
3447,HIEU 115   - The Pursuit of the Millenium   (A),HIEU,4.4,B (3.0)
3448,HIEU 115 - The Pursuit of the Millenium   (A),HIEU,3.87,B- (2.7)
3449,HIEU 115 - The Pursuit of the Millenium (A),HIEU,3.8125,B+ (3.3)
3450,HIEU 116A  - Greece/Balkans/Age/Ottoman     (A),HIEU,4.76,B (3.0)
3451,HIEU 116A - Greece & the Balkans/1683-1914 (A),HIEU,4.28,B- (2.7)
3452,HIEU 116A - Greece/Balkans/Age/Ottoman (A),HIEU,4.54,B (3.0)
3453,HIEU 116B  - Greece/Balkans/Age/Nationalism (A),HIEU,4.41,B- (2.7)
3454,HIEU 116B - Greece & the Balkans/1683-1914 (A),HIEU,4.28,B- (2.7)
3455,HIEU 116B - Greece & the Balkans/1914-2001 (A),HIEU,3.565,B- (2.7)
3456,HIEU 116B - Greece/Balkans/Age/Nationalism (A),HIEU,3.998,B (3.0)
3457,HIEU 116C - Greece & the Balkans/1914-2001 (A),HIEU,3.565,B- (2.7)
3458,HIEU 116C - Greece/Balkans/20th Century (A),HIEU,3.9733333333333327,B- (2.7)
3459,HIEU 116CD - Greece & the Balkans/1914-2001 (A),HIEU,3.565,B- (2.7)
3460,HIEU 116CD - Greece/Balkans/20th Century    (A),HIEU,5.4,B- (2.7)
3461,HIEU 117A  - Greece & the Balkans/1683-1914 (A),HIEU,4.28,B- (2.7)
3462,HIEU 117B  - Greece & the Balkans/1914-2001 (A),HIEU,3.565,B- (2.7)
3463,HIEU 117GS - Tradtl Greek Society:Ethnogrph (A),HIEU,5.248333333333333,B+ (3.3)
3464,HIEU 118   - Americanization in Europe      (A),HIEU,8.61,B+ (3.3)
3465,HIEU 120 - The Renaissance in Italy       (A),HIEU,3.65,B- (2.7)
3466,HIEU 120 - The Renaissance in Italy (A),HIEU,4.33,B+ (3.3)
3467,HIEU 121GS - Scotl/Engl Civil War 1601-1689 (A),HIEU,8.141666666666667,B+ (3.3)
3468,HIEU 122 - Ancient Greece 1600-400 BC (A),HIEU,6.723333333333334,B (3.0)
3469,HIEU 122 - Archaic Greek History (A),HIEU,6.13,B (3.0)
3470,HIEU 123 - Ancient Greece 400-30 BCE (A),HIEU,5.98,B+ (3.3)
3471,HIEU 123 - Classical Greek History (A),HIEU,7.32,B+ (3.3)
3472,HIEU 124 - The Age of Alexander (A),HIEU,7.295,B (3.0)
3473,HIEU 124GS - The City In Italy              (A),HIEU,6.75,B (3.0)
3474,HIEU 124GS - The City In Italy (A),HIEU,4.8966666666666665,B+ (3.3)
3475,HIEU 125 - Reformation Europe             (A),HIEU,3.45,B (3.0)
3476,HIEU 126 - Age of Expansion/1400-1600     (A),HIEU,2.94,A- (3.7)
3477,HIEU 127   - Sport in the Modern World      (A),HIEU,4.654999999999999,B+ (3.3)
3478,HIEU 127 - Sport in the Modern World      (A),HIEU,3.546666666666667,B (3.0)
3479,HIEU 127 - Sport in the Modern World (A),HIEU,3.7844444444444445,B+ (3.3)
3480,HIEU 128   - Europe since 1945              (A),HIEU,5.38,B (3.0)
3481,HIEU 128 - Europe since 1945              (A),HIEU,5.17,B (3.0)
3482,HIEU 128 - Europe since 1945 (A),HIEU,5.556363636363637,B (3.0)
3483,HIEU 129   - Paris Past and Present        (A),HIEU,4.6,B+ (3.3)
3484,HIEU 129 - Paris Past and Present        (A),HIEU,4.050000000000001,B+ (3.3)
3485,HIEU 129 - Paris Past and Present (A),HIEU,6.68,B (3.0)
3486,HIEU 130   - Europe/18th Century(1688-1789) (A),HIEU,5.61,B+ (3.3)
3487,HIEU 130 - Europe/18th Century(1688-1789) (A),HIEU,3.685,B (3.0)
3488,HIEU 131   - French Revolution 1789-1814    (A),HIEU,4.96,B+ (3.3)
3489,HIEU 131 - French Revolution 1789-1814    (A),HIEU,4.265000000000001,B+ (3.3)
3490,HIEU 131 - French Revolution 1789-1814 (A),HIEU,5.82,B (3.0)
3491,HIEU 132   - Germany From Luther to Bismark (A),HIEU,6.29,B+ (3.3)
3492,HIEU 132 - Germany From Luther to Bismark (A),HIEU,4.6175,B+ (3.3)
3493,HIEU 133 - Gender in Antiquity            (A),HIEU,4.29,B (3.0)
3494,HIEU 134   - Formatn Russian Emp 800-1855   (A),HIEU,5.3100000000000005,B+ (3.3)
3495,HIEU 134 - Formatn Russian Emp 800-1855   (A),HIEU,4.255,B (3.0)
3496,HIEU 134 - Formatn Russian Emp 800-1855 (A),HIEU,4.93,B+ (3.3)
3497,HIEU 136B  - Society/Soc Thought 1870-1989  (A),HIEU,5.863333333333333,C+ (2.3)
3498,HIEU 137   - New Imperialsm to Decoloniztn  (A),HIEU,5.0,B+ (3.3)
3499,HIEU 137 - New Imperialsm to Decoloniztn  (A),HIEU,6.14,B+ (3.3)
3500,HIEU 137 - New Imperialsm to Decoloniztn (A),HIEU,4.296,B+ (3.3)
3501,HIEU 138 - Imperial Spain 1476-1808       (A),HIEU,4.61,A- (3.7)
3502,HIEU 138 - Imperial Spain 1476-1808 (A),HIEU,5.5649999999999995,B (3.0)
3503,HIEU 139 - Sex and Gender 1500-1800 (A),HIEU,4.4725,B+ (3.3)
3504,HIEU 140 - EuroWomen/Gender 1800-present (A),HIEU,5.239999999999999,B+ (3.3)
3505,HIEU 140GS - Art&Society in 19th c. London (A),HIEU,12.4,B+ (3.3)
3506,HIEU 141   - Eur Diplomatic Hist 1870-1945  (A),HIEU,4.93,B- (2.7)
3507,HIEU 141 - Eur Diplomatic Hist 1870-1945  (A),HIEU,6.043333333333334,B- (2.7)
3508,HIEU 141 - Eur Diplomatic Hist 1870-1945 (A),HIEU,6.166666666666667,B (3.0)
3509,HIEU 142 - Euro Intellct Hist: 1780-1870 (A),HIEU,5.9,B+ (3.3)
3510,HIEU 143 - Europn Intellct Hst(1870-1945) (A),HIEU,5.298,B+ (3.3)
3511,HIEU 144   - Topics in European History     (A),HIEU,5.47,B+ (3.3)
3512,HIEU 144 - Topics in European History (A),HIEU,4.656666666666666,B+ (3.3)
3513,HIEU 144 - Topics in European History (B),HIEU,6.0,B+ (3.3)
3514,HIEU 145 - The Holocaust as Public Histry (A),HIEU,5.051428571428572,B+ (3.3)
3515,HIEU 146 - FascismCommunism 1919-1945    (A),HIEU,4.415,B (3.0)
3516,HIEU 146 - FascismCommunism 1919-1945 (A),HIEU,5.222222222222222,B (3.0)
3517,HIEU 147 - Women&Gender/Early Mod Europe  (A),HIEU,4.140000000000001,B+ (3.3)
3518,HIEU 147 - Women&Gender/Early Mod Europe (A),HIEU,4.93,B+ (3.3)
3519,HIEU 147A  - Women in the Middle Ages       (A),HIEU,4.2,B (3.0)
3520,HIEU 148 - Europe and the World II (A),HIEU,5.39,B+ (3.3)
3521,HIEU 148 - How Women Changed Europe (B),HIEU,3.17,B+ (3.3)
3522,HIEU 148 - Women&Gender: Enlght-Vict Era  (A),HIEU,5.55,B+ (3.3)
3523,HIEU 148 - Women&Gender: Enlght-Vict Era (A),HIEU,2.83,B+ (3.3)
3524,HIEU 149   - Women in Europe: 1870-Present  (A),HIEU,5.14,B+ (3.3)
3525,HIEU 149 - Medieval Spain (A),HIEU,4.859999999999999,B (3.0)
3526,HIEU 149 - Women in Europe: 1870-Present  (A),HIEU,3.27,B+ (3.3)
3527,HIEU 149 - Women in Europe: 1870-Present (A),HIEU,4.92,B (3.0)
3528,HIEU 150   - Modern British History         (A),HIEU,7.59,B- (2.7)
3529,HIEU 150 - Modern British History         (A),HIEU,5.263333333333333,C+ (2.3)
3530,HIEU 150 - Modern British History (A),HIEU,5.741428571428571,B (3.0)
3531,HIEU 151 - Spain Since 1808               (A),HIEU,3.9450000000000003,B (3.0)
3532,HIEU 151 - Spain Since 1808 (A),HIEU,5.886666666666667,B+ (3.3)
3533,HIEU 151GS - Spain Since 1808 (A),HIEU,7.27,A- (3.7)
3534,HIEU 152 - Everyday Life/Dictatorial Soc  (A),HIEU,6.73,B+ (3.3)
3535,HIEU 152 - Everyday Life/Dictatorial Soc (A),HIEU,7.4,B (3.0)
3536,HIEU 152GS - Everyday Life/Dictatorial Soc  (A),HIEU,13.7,B+ (3.3)
3537,HIEU 152GS - Everyday Life/Dictatorial Soc (A),HIEU,9.34,A- (3.7)
3538,HIEU 153 - Topics/Modern European History (A),HIEU,5.23,B+ (3.3)
3539,HIEU 153A  - Nineteenth-Century France      (A),HIEU,4.35,B+ (3.3)
3540,HIEU 154   - Mod German/Bismarck to Hitler  (A),HIEU,5.404999999999999,B+ (3.3)
3541,HIEU 154 - Mod German/Bismarck to Hitler  (A),HIEU,3.84,B+ (3.3)
3542,HIEU 154 - Mod German/Bismarck to Hitler (A),HIEU,5.149,B (3.0)
3543,HIEU 154GS - Mod German/Bismarck to Hitler  (A),HIEU,8.37,A- (3.7)
3544,HIEU 154GS - Mod German/Bismarck to Hitler (A),HIEU,6.15,A- (3.7)
3545,HIEU 156   - Hist. Soviet Union 1905-1991   (A),HIEU,5.095000000000001,B (3.0)
3546,HIEU 156 - Hist. Soviet Union 1905-1991   (A),HIEU,3.395,B+ (3.3)
3547,HIEU 156 - Hist. Soviet Union 1905-1991 (A),HIEU,4.946666666666666,B+ (3.3)
3548,HIEU 156 - Rus Emp&Soviet Union 1855-1991 (A),HIEU,3.85,B+ (3.3)
3549,HIEU 158   - Why Hitler? How Auschwitz?     (A),HIEU,6.4,B+ (3.3)
3550,HIEU 158 - Why Hitler? How Auschwitz?     (A),HIEU,4.785,B+ (3.3)
3551,HIEU 158 - Why Hitler? How Auschwitz? (A),HIEU,4.5375,B+ (3.3)
3552,HIEU 158 - Why Hitler? How Auschwitz? (B),HIEU,4.39,B+ (3.3)
3553,HIEU 159   - Three Centuries of Zionism     (A),HIEU,7.91,B+ (3.3)
3554,HIEU 159 - Three Centuries of Zionism     (A),HIEU,4.96,B+ (3.3)
3555,HIEU 159 - Three Centuries of Zionism (A),HIEU,3.9,B+ (3.3)
3556,HIEU 171   - Topic/Twentieth Century Europe (A),HIEU,9.83,B+ (3.3)
3557,HIEU 171 - Special Tops/20th Century Euro (A),HIEU,5.5,B+ (3.3)
3558,HIEU 171 - Topic/Twentieth Century Europe (B),HIEU,3.95,B+ (3.3)
3559,HIGL 114 - History of Modern Vietnam (A),HIGL,4.71,B+ (3.3)
3560,HIGL 127 - Sport in the Modern World (A),HIGL,3.175,B+ (3.3)
3561,HILA 100   - LatAmer-Colonial Transformatns (A),HILA,6.5,B+ (3.3)
3562,HILA 100 - Conquest/Empire: The Americas (A),HILA,5.785,B (3.0)
3563,HILA 100 - LatAmer-Colonial Transformatns (A),HILA,5.4175,B- (2.7)
3564,HILA 101   - Lat Amer Independnce 1810-1898 (A),HILA,5.835,B (3.0)
3565,HILA 101 - Lat Amer Independnce 1810-1898 (A),HILA,4.613333333333333,B- (2.7)
3566,HILA 101 - Nation-State Formation/LatinAm (A),HILA,6.94,B+ (3.3)
3567,HILA 102   - Latin America/Twentieth Centry (A),HILA,5.905,B (3.0)
3568,HILA 102 - Latin America/Twentieth Centry (A),HILA,4.554545454545455,B+ (3.3)
3569,HILA 103 - Revolution/Modern Latin Americ (A),HILA,4.753333333333333,B+ (3.3)
3570,HILA 112 - Econ & Soc Hist/Andean Region  (A),HILA,2.94,B (3.0)
3571,HILA 113   - Lord&Peasant in Latin America  (A),HILA,6.765,B (3.0)
3572,HILA 113 - Lord&Peasant in Latin America (A),HILA,5.75,B (3.0)
3573,HILA 114 - Dictatorship in Latin America  (A),HILA,5.45,B (3.0)
3574,HILA 114 - Dictatorship in Latin America (A),HILA,4.1,B+ (3.3)
3575,HILA 114 - Dictatorships in Latin America (A),HILA,5.1125,B+ (3.3)
3576,HILA 115 - Latin American City A History (A),HILA,3.7,B+ (3.3)
3577,HILA 118   - US Agression/Latin Am 1898-Prs (A),HILA,6.38,B (3.0)
3578,HILA 118 - US Agression/Latin Am 1898-Prs (A),HILA,5.1,B (3.0)
3579,HILA 119 - CentralAmerica&US Intervention (A),HILA,3.865,B+ (3.3)
3580,HILA 120   - History of Argentina           (A),HILA,6.94,B- (2.7)
3581,HILA 120 - History of Argentina           (A),HILA,4.86,B- (2.7)
3582,HILA 120 - History of Argentina (A),HILA,5.17,B (3.0)
3583,HILA 121 - History Of Brazil              (A),HILA,4.75,B+ (3.3)
3584,HILA 121A - History of Brazil through 1889 (A),HILA,4.281666666666667,B+ (3.3)
3585,HILA 121A - History of Brazil-1808 to 1904 (A),HILA,3.5,B+ (3.3)
3586,HILA 121B - History of Brazil 1889-Present (A),HILA,4.713333333333334,B+ (3.3)
3587,HILA 122   - Cuba:Frm Colony-Socialist Repb (A),HILA,4.77,B+ (3.3)
3588,HILA 122 - ColonyToSocialistRepublic:Cuba (A),HILA,4.496,B+ (3.3)
3589,HILA 122 - Cuba:Frm Colony-Socialist Repb (A),HILA,3.8666666666666667,B (3.0)
3590,HILA 123 - The Incas and Their Ancestors (A),HILA,5.765,B (3.0)
3591,HILA 124 - History of Chile 1880-Present (A),HILA,4.5,A- (3.7)
3592,HILA 124A - Hist/Women&Gendor/Latin Amerca (A),HILA,5.59,B+ (3.3)
3593,HILA 131   - History of Mexico:1821-1924    (A),HILA,5.12,B (3.0)
3594,HILA 131 - History of Mexico:1821-1924    (A),HILA,5.7275,B (3.0)
3595,HILA 131 - History of Mexico:1821-1924 (A),HILA,4.946666666666666,B (3.0)
3596,HILA 131 - Mexico/Conquest to Mod (A),HILA,4.003333333333333,B+ (3.3)
3597,HILA 132   - History of Contemporary Mexico (A),HILA,4.92,B (3.0)
3598,HILA 132 - History of Contemporary Mexico (A),HILA,5.07,B (3.0)
3599,HILA 132 - Modern Mexico (A),HILA,4.286,B+ (3.3)
3600,HILA 132D  - History of Contemporary Mexico (A),HILA,6.94,B+ (3.3)
3601,HILA 133S - Guerrillas & Revolution/LatAmr (A),HILA,5.75,B+ (3.3)
3602,HILA 135 - Knowledge & Science 1500-1800 (A),HILA,3.1,A- (3.7)
3603,HILA 144 - Topics/Latin American History (A),HILA,4.384,B+ (3.3)
3604,HILA 145 - People & Nature in Amazonia (A),HILA,12.5,B- (2.7)
3605,HILD 10   - East Asia: The Great Tradition (A),HILD,5.52,B (3.0)
3606,HILD 10 - East Asia: The Great Tradition (A),HILD,5.927499999999999,B (3.0)
3607,HILD 10 - The Great Tradition            (A),HILD,5.045,B- (2.7)
3608,HILD 11   - East Asia & the West1279-1911 (A),HILD,5.865,B (3.0)
